url,topic_main,topic_main_probability,topic_main_label,top_topics,top_probabilities,top_topic_labels
http://arxiv.org/abs/2111.11067v1,-1,0.010261125521033141,-1_the_of_and_to,"[22, 124, 56]","[0.01824111291839158, 0.015702533925285263, 0.015159073643002296]","['22_vision_mlp_transformer_object', '124_ssl_lt_learning_cues', '56_segmentation_semantic_rgb_module']"
http://arxiv.org/abs/2111.11061v1,8,0.06184204104361088,8_ris_irs_channel_mimo,"[61, 82, 8]","[0.09543979737216915, 0.08123803821838646, 0.06184204104361088]","['61_noma_access_wireless_owc', '82_radar_communication_sensing_mimo', '8_ris_irs_channel_mimo']"
http://arxiv.org/abs/2111.11057v1,56,1.0,56_segmentation_semantic_rgb_module,"[56, 105, 22]","[1.0, 1.2222890059464627e-306, 9.278472635922298e-307]","['56_segmentation_semantic_rgb_module', '105_tracking_frame_trackers_object', '22_vision_mlp_transformer_object']"
http://arxiv.org/abs/2111.11049v1,-1,0.0018608763358334255,-1_the_of_and_to,"[116, 1, 76]","[0.08918743732975902, 0.03134815863101285, 0.022417120325720283]","['116_uav_autonomous_drone_path', '1_control_controller_system_feedback', '76_navigation_planning_robot_path']"
http://arxiv.org/abs/2111.11046v1,48,0.4775703950254664,48_face_recognition_faces_masks,"[48, 130, 122]","[0.4775703950254664, 0.008122358539558717, 0.007013188745449704]","['48_face_recognition_faces_masks', '130_person_reid_modality_re', '122_emotion_recognition_emotions_fbp']"
http://arxiv.org/abs/2111.11044v1,-1,0.005988589347294799,-1_the_of_and_to,"[56, 26, 10]","[0.012055008225616757, 0.008402025390576521, 0.00815898699337646]","['56_segmentation_semantic_rgb_module', '26_point_3d_cloud_lidar', '10_segmentation_ct_covid_images']"
http://arxiv.org/abs/2111.11001v1,88,1.0,88_kernel_design_rbf_reliability,"[88, 121, 109]","[1.0, 1.9020805942837442e-306, 1.8960360142836815e-306]","['88_kernel_design_rbf_reliability', '121_chains_stochastic_markov_inflation', '109_boldsymbol_regression_estimators_estimator']"
http://arxiv.org/abs/2111.11000v1,-1,0.0014788846188768714,-1_the_of_and_to,"[7, 66, 3]","[0.005284632976746601, 0.0036134862364450293, 0.002989563322960048]","['7_adversarial_attacks_attack_robustness', '66_anomaly_detection_outlier_anomalies', '3_privacy_fl_federated_learning']"
http://arxiv.org/abs/2111.10991v1,7,0.3800859574988979,7_adversarial_attacks_attack_robustness,"[7, 66, 86]","[0.3800859574988979, 0.015580623303701212, 0.011816305004838963]","['7_adversarial_attacks_attack_robustness', '66_anomaly_detection_outlier_anomalies', '86_gans_gan_data_generative']"
http://arxiv.org/abs/2111.10978v1,-1,0.006264806680618489,-1_the_of_and_to,"[124, 71, 22]","[0.013532756077528336, 0.012472419103256107, 0.010873013040859407]","['124_ssl_lt_learning_cues', '71_domain_adaptation_source_target', '22_vision_mlp_transformer_object']"
http://arxiv.org/abs/2111.10964v1,25,1.0,25_materials_phonon_thermal_ferroelectric,"[25, 16, 92]","[1.0, 1.5919214307227537e-306, 1.5265377979696702e-306]","['25_materials_phonon_thermal_ferroelectric', '16_spin_magnetic_topological_hall', '92_alloys_mg_deformation_alloy']"
http://arxiv.org/abs/2111.10962v1,0,1.0,0_language_dialogue_knowledge_models,"[0, 37, 15]","[1.0, 4.2494821105239175e-307, 3.9278834343089335e-307]","['0_language_dialogue_knowledge_models', '37_news_media_social_misinformation', '15_recommendation_item_user_recommender']"
http://arxiv.org/abs/2111.10961v1,-1,0.014856737604192267,-1_the_of_and_to,"[56, 22, 105]","[0.03988707626505551, 0.02532569006224203, 0.022929256941175237]","['56_segmentation_semantic_rgb_module', '22_vision_mlp_transformer_object', '105_tracking_frame_trackers_object']"
http://arxiv.org/abs/2111.10948v1,76,1.0,76_navigation_planning_robot_path,"[76, 116, 65]","[1.0, 2.0072614274738396e-306, 1.9584059970257326e-306]","['76_navigation_planning_robot_path', '116_uav_autonomous_drone_path', '65_manipulation_robot_object_planning']"
http://arxiv.org/abs/2111.10939v1,-1,0.004672850296552356,-1_the_of_and_to,"[109, 126, 73]","[0.03349485963263425, 0.03148377222510879, 0.025086467582756292]","['109_boldsymbol_regression_estimators_estimator', '126_estimator_wage_inequality_income', '73_stock_portfolio_financial_prices']"
http://arxiv.org/abs/2111.10934v1,3,1.0,3_privacy_fl_federated_learning,"[3, 108, 24]","[1.0, 4.703723949698442e-307, 4.064675549314375e-307]","['3_privacy_fl_federated_learning', '108_apps_privacy_party_third', '24_blockchain_security_transaction_chain']"
http://arxiv.org/abs/2111.10929v1,-1,0.0010348199978238517,-1_the_of_and_to,"[18, 87, 95]","[0.049102784904653675, 0.03238176965000971, 0.025672140571875134]","['18_detector_proton_muon_mu', '87_neutrino_detector_xenon_experiment', '95_dark_matter_axion_dm']"
http://arxiv.org/abs/2111.10927v1,5,0.16591846977705393,5_origami_particles_surface_of,"[5, 103, 102]","[0.16591846977705393, 0.04013819037792073, 0.02687551258482563]","['5_origami_particles_surface_of', '103_batteries_electrode_battery_ion', '102_catalysts_surface_adsorption_cu']"
http://arxiv.org/abs/2111.10917v1,9,0.4269135675601906,9_image_images_3d_style,"[9, 67, 130]","[0.4269135675601906, 0.01764032446839826, 0.017090710679602036]","['9_image_images_3d_style', '67_pose_estimation_3d_hand', '130_person_reid_modality_re']"
http://arxiv.org/abs/2111.10903v1,-1,0.0019117029017964274,-1_the_of_and_to,"[25, 102, 16]","[0.06805291333735625, 0.0427819100258885, 0.026851926846895805]","['25_materials_phonon_thermal_ferroelectric', '102_catalysts_surface_adsorption_cu', '16_spin_magnetic_topological_hall']"
http://arxiv.org/abs/2111.10867v1,11,1.0,11_quantum_circuits_qubits_classical,"[11, 55, 128]","[1.0, 1.6248169151584908e-306, 9.647194246913597e-307]","['11_quantum_circuits_qubits_classical', '55_quantum_qkd_protocol_entanglement', '128_fermi_quantum_rydberg_superfluid']"
http://arxiv.org/abs/2111.10857v1,106,1.0,106_forgetting_continual_catastrophic_cl,"[106, 124, 79]","[1.0, 1.1794713849188112e-306, 1.1648847491877181e-306]","['106_forgetting_continual_catastrophic_cl', '124_ssl_lt_learning_cues', '79_shot_few_fsl_meta']"
http://arxiv.org/abs/2111.10856v1,29,0.7928911068290613,29_photonic_mode_cavity_optical,"[29, 53, 59]","[0.7928911068290613, 0.011865126535952848, 0.010145992357179142]","['29_photonic_mode_cavity_optical', '53_metasurfaces_optical_plasmonic_metasurface', '59_topological_photonic_weyl_chiral']"
http://arxiv.org/abs/2111.10826v1,5,0.4270762668820944,5_origami_particles_surface_of,"[5, 103, 93]","[0.4270762668820944, 0.019210869536212632, 0.01794829359196817]","['5_origami_particles_surface_of', '103_batteries_electrode_battery_ion', '93_acoustic_absorption_loudspeaker_sound']"
http://arxiv.org/abs/2111.10813v1,-1,0.003584387648003335,-1_the_of_and_to,"[17, 117, 76]","[0.09386408905700085, 0.0268751991513539, 0.021433096648642302]","['17_rl_reinforcement_policy_reward', '117_game_games_randomness_player', '76_navigation_planning_robot_path']"
http://arxiv.org/abs/2111.10810v1,-1,0.001083057816321979,-1_the_of_and_to,"[73, 42, 17]","[0.004593098285584394, 0.00408867419264108, 0.003786332128218042]","['73_stock_portfolio_financial_prices', '42_optimization_evolutionary_objective_pareto', '17_rl_reinforcement_policy_reward']"
http://arxiv.org/abs/2111.10804v1,76,1.0,76_navigation_planning_robot_path,"[76, 116, 65]","[1.0, 2.6665529055311034e-306, 2.4079457551914448e-306]","['76_navigation_planning_robot_path', '116_uav_autonomous_drone_path', '65_manipulation_robot_object_planning']"
http://arxiv.org/abs/2111.10800v1,45,0.4769475144632955,45_resolution_image_super_sr,"[45, 56, 9]","[0.4769475144632955, 0.01618188991385837, 0.015397101488685833]","['45_resolution_image_super_sr', '56_segmentation_semantic_rgb_module', '9_image_images_3d_style']"
http://arxiv.org/abs/2111.10799v1,6,1.0,6_graphs_problem_graph_log,"[6, 42, 78]","[1.0, 3.5548923458738752e-307, 3.5442636809606323e-307]","['6_graphs_problem_graph_log', '42_optimization_evolutionary_objective_pareto', '78_tensor_rank_mathbf_matrix']"
http://arxiv.org/abs/2111.10790v1,10,0.08028780319676415,10_segmentation_ct_covid_images,"[10, 91, 100]","[0.08028780319676415, 0.047927911971853705, 0.02127280057756804]","['10_segmentation_ct_covid_images', '91_reconstruction_mri_images_image', '100_brain_mdd_symptom_connectome']"
http://arxiv.org/abs/2111.10780v1,22,0.03688389314197693,22_vision_mlp_transformer_object,"[56, 22, 105]","[0.04389330089206841, 0.03688389314197693, 0.024706284499577364]","['56_segmentation_semantic_rgb_module', '22_vision_mlp_transformer_object', '105_tracking_frame_trackers_object']"
http://arxiv.org/abs/2111.10778v1,15,1.0,15_recommendation_item_user_recommender,"[15, 27, 96]","[1.0, 6.7087288989877506e-307, 3.975318176379974e-307]","['15_recommendation_item_user_recommender', '27_explanations_prediction_temporal_mobility', '96_fairness_bias_fair_sl']"
http://arxiv.org/abs/2111.10773v1,10,1.0,10_segmentation_ct_covid_images,"[10, 91, 100]","[1.0, 1.1796381869400459e-306, 6.438005157178194e-307]","['10_segmentation_ct_covid_images', '91_reconstruction_mri_images_image', '100_brain_mdd_symptom_connectome']"
http://arxiv.org/abs/2111.10772v1,12,0.07600470400212413,12_graph_gnns_node_gnn,"[12, 112, 120]","[0.07600470400212413, 0.018420243050567477, 0.009086992222173728]","['12_graph_gnns_node_gnn', '112_community_clustering_graphs_weighted', '120_label_labels_noisy_ssl']"
http://arxiv.org/abs/2111.10769v1,33,0.03304391904425852,33_signals_rf_har_eeg,"[33, 27, 66]","[0.03304391904425852, 0.016532274827436976, 0.01566159364461386]","['33_signals_rf_har_eeg', '27_explanations_prediction_temporal_mobility', '66_anomaly_detection_outlier_anomalies']"
http://arxiv.org/abs/2111.10713v1,-1,0.0016503751114439079,-1_the_of_and_to,"[109, 126, 88]","[0.04295844173510328, 0.02002469746542204, 0.013310336279546952]","['109_boldsymbol_regression_estimators_estimator', '126_estimator_wage_inequality_income', '88_kernel_design_rbf_reliability']"
http://arxiv.org/abs/2111.10699v1,112,0.3663920716150629,112_community_clustering_graphs_weighted,"[112, 12, 73]","[0.3663920716150629, 0.02451222090702362, 0.009117916277142226]","['112_community_clustering_graphs_weighted', '12_graph_gnns_node_gnn', '73_stock_portfolio_financial_prices']"
http://arxiv.org/abs/2111.10693v1,13,0.01799389479487684,13_power_wind_energy_control,"[13, 84, 1]","[0.01799389479487684, 0.010220410549748081, 0.006094171043626723]","['13_power_wind_energy_control', '84_transportation_traffic_passengers_timetable', '1_control_controller_system_feedback']"
http://arxiv.org/abs/2111.10690v1,81,1.0,81_uav_uavs_aerial_unmanned,"[81, 115, 61]","[1.0, 7.818386862198672e-307, 7.604606021410849e-307]","['81_uav_uavs_aerial_unmanned', '115_positioning_localization_csi_gnss', '61_noma_access_wireless_owc']"
http://arxiv.org/abs/2111.10689v1,-1,0.0020066121979891516,-1_the_of_and_to,"[61, 8, 115]","[0.05419955528427595, 0.043947178069806914, 0.032572057284529214]","['61_noma_access_wireless_owc', '8_ris_irs_channel_mimo', '115_positioning_localization_csi_gnss']"
http://arxiv.org/abs/2111.10685v1,40,0.3668488481356035,40_students_course_teaching_learning,"[40, 19, 44]","[0.3668488481356035, 0.021099980196318858, 0.017514368718268034]","['40_students_course_teaching_learning', '19_visualization_visualizations_data_visual', '44_digital_innovation_research_health']"
http://arxiv.org/abs/2111.10674v1,14,1.0,14_auction_mechanism_games_agents,"[14, 43, 17]","[1.0, 6.401009358499834e-307, 4.334452714095323e-307]","['14_auction_mechanism_games_agents', '43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward']"
http://arxiv.org/abs/2111.10663v1,-1,0.003300173739383958,-1_the_of_and_to,"[123, 61, 107]","[0.038307932147449264, 0.03575887577788905, 0.03139333897429753]","['123_satellite_constellations_satellites_constellation', '61_noma_access_wireless_owc', '107_codes_decoding_polar_rcq']"
http://arxiv.org/abs/2111.10656v1,20,0.07398615622369666,20_molecular_drug_molecules_protein,"[20, 36, 23]","[0.07398615622369666, 0.017103738316118344, 0.009894867797732512]","['20_molecular_drug_molecules_protein', '36_materials_machine_properties_molecular', '23_neural_pinns_physics_equations']"
http://arxiv.org/abs/2111.10642v1,-1,8.383295060051644e-05,-1_the_of_and_to,"[50, 85, 129]","[0.0003024076804366936, 0.00027008933738850737, 0.00026107984703247774]","['50_attacks_security_execution_side', '85_kv_stores_data_write', '129_hash_table_indexes_index']"
http://arxiv.org/abs/2111.10633v1,26,1.0,26_point_3d_cloud_lidar,"[26, 67, 56]","[1.0, 9.904841610266526e-307, 9.549046880524918e-307]","['26_point_3d_cloud_lidar', '67_pose_estimation_3d_hand', '56_segmentation_semantic_rgb_module']"
http://arxiv.org/abs/2111.10630v1,-1,0.003854948038564597,-1_the_of_and_to,"[35, 17, 76]","[0.04275372453402031, 0.03382578264302855, 0.025369811537808058]","['35_driving_traffic_vehicles_vehicle', '17_rl_reinforcement_policy_reward', '76_navigation_planning_robot_path']"
http://arxiv.org/abs/2111.10622v1,-1,0.002069754399915028,-1_the_of_and_to,"[38, 111, 120]","[0.010497854436961891, 0.006423295000981071, 0.004529602500407789]","['38_nas_search_pruning_neural', '111_quantization_bnn_binary_bit', '120_label_labels_noisy_ssl']"
http://arxiv.org/abs/2111.10620v1,-1,0.008353965304540242,-1_the_of_and_to,"[10, 91, 100]","[0.04482543747187868, 0.03131016558023784, 0.019904776656176383]","['10_segmentation_ct_covid_images', '91_reconstruction_mri_images_image', '100_brain_mdd_symptom_connectome']"
http://arxiv.org/abs/2111.10614v1,10,0.05999042016835917,10_segmentation_ct_covid_images,"[10, 91, 56]","[0.05999042016835917, 0.027336868445698256, 0.015988023517446187]","['10_segmentation_ct_covid_images', '91_reconstruction_mri_images_image', '56_segmentation_semantic_rgb_module']"
http://arxiv.org/abs/2111.10602v1,33,0.04250918509975945,33_signals_rf_har_eeg,"[33, 27, 98]","[0.04250918509975945, 0.017863947363509984, 0.01781733767958863]","['33_signals_rf_har_eeg', '27_explanations_prediction_temporal_mobility', '98_vehicle_video_driving_cctv']"
http://arxiv.org/abs/2111.10591v1,9,0.041286356959661506,9_image_images_3d_style,"[9, 45, 130]","[0.041286356959661506, 0.026447474218420274, 0.018496849262277053]","['9_image_images_3d_style', '45_resolution_image_super_sr', '130_person_reid_modality_re']"
http://arxiv.org/abs/2111.10576v1,25,1.0,25_materials_phonon_thermal_ferroelectric,"[25, 102, 92]","[1.0, 1.6032650177129237e-306, 1.366035029150776e-306]","['25_materials_phonon_thermal_ferroelectric', '102_catalysts_surface_adsorption_cu', '92_alloys_mg_deformation_alloy']"
http://arxiv.org/abs/2111.10570v1,61,1.0,61_noma_access_wireless_owc,"[61, 123, 115]","[1.0, 2.0400291423812276e-306, 1.3218485771459478e-306]","['61_noma_access_wireless_owc', '123_satellite_constellations_satellites_constellation', '115_positioning_localization_csi_gnss']"
http://arxiv.org/abs/2111.10564v1,16,0.2612811562648546,16_spin_magnetic_topological_hall,"[16, 25, 92]","[0.2612811562648546, 0.06798535969344985, 0.038142364990006894]","['16_spin_magnetic_topological_hall', '25_materials_phonon_thermal_ferroelectric', '92_alloys_mg_deformation_alloy']"
http://arxiv.org/abs/2111.10560v1,14,0.11307771416084285,14_auction_mechanism_games_agents,"[14, 43, 17]","[0.11307771416084285, 0.01652073877844053, 0.010769727951121686]","['14_auction_mechanism_games_agents', '43_regret_bandit_bandits_arm', '17_rl_reinforcement_policy_reward']"
http://arxiv.org/abs/2111.10559v1,73,1.0,73_stock_portfolio_financial_prices,"[73, 27, 114]","[1.0, 6.6080677443183744e-307, 5.6190091587909205e-307]","['73_stock_portfolio_financial_prices', '27_explanations_prediction_temporal_mobility', '114_electricity_wind_power_grid']"
http://arxiv.org/abs/2111.10553v1,112,1.0,112_community_clustering_graphs_weighted,"[112, 12, 73]","[1.0, 9.176148740338862e-307, 3.73907677654065e-307]","['112_community_clustering_graphs_weighted', '12_graph_gnns_node_gnn', '73_stock_portfolio_financial_prices']"
http://arxiv.org/abs/2111.10551v1,-1,0.0010932201241664636,-1_the_of_and_to,"[127, 30, 57]","[0.020725610706543465, 0.01858956308555466, 0.012567173255165265]","['127_aerodynamic_airfoil_wings_stall', '30_order_schemes_equations_numerical', '57_topology_optimization_material_element']"
http://arxiv.org/abs/2111.10548v1,-1,0.0036047394112007176,-1_the_of_and_to,"[31, 85, 74]","[0.09036534763003438, 0.02694153118068675, 0.02266773830922002]","['31_cloud_computing_network_traffic', '85_kv_stores_data_write', '74_iot_security_cyber_smart']"
http://arxiv.org/abs/2111.10539v1,15,0.6081634831917214,15_recommendation_item_user_recommender,"[15, 27, 96]","[0.6081634831917214, 0.012395022855930504, 0.007143477614424511]","['15_recommendation_item_user_recommender', '27_explanations_prediction_temporal_mobility', '96_fairness_bias_fair_sl']"
http://arxiv.org/abs/2111.10527v1,82,0.5342466426230092,82_radar_communication_sensing_mimo,"[82, 119, 68]","[0.5342466426230092, 0.019129855790817524, 0.019068794586745475]","['82_radar_communication_sensing_mimo', '119_frames_sensing_sampling_rate', '68_channel_dnn_pilot_mimo']"
http://arxiv.org/abs/2111.10522v1,67,0.08999098250337939,67_pose_estimation_3d_hand,"[67, 26, 105]","[0.08999098250337939, 0.024117035715283435, 0.02331583310182056]","['67_pose_estimation_3d_hand', '26_point_3d_cloud_lidar', '105_tracking_frame_trackers_object']"
http://arxiv.org/abs/2111.10502v1,-1,0.0157092507350034,-1_the_of_and_to,"[26, 56, 67]","[0.037074051832626596, 0.03085780519853778, 0.022968704272964244]","['26_point_3d_cloud_lidar', '56_segmentation_semantic_rgb_module', '67_pose_estimation_3d_hand']"
http://arxiv.org/abs/2111.10496v1,40,0.12940396464526083,40_students_course_teaching_learning,"[40, 19, 62]","[0.12940396464526083, 0.014651872445186287, 0.013752059778664123]","['40_students_course_teaching_learning', '19_visualization_visualizations_data_visual', '62_vr_virtual_reality_user']"
http://arxiv.org/abs/2111.10491v1,37,0.08643351322884017,37_news_media_social_misinformation,"[37, 44, 27]","[0.08643351322884017, 0.016323240967641175, 0.012465046357741512]","['37_news_media_social_misinformation', '44_digital_innovation_research_health', '27_explanations_prediction_temporal_mobility']"
http://arxiv.org/abs/2111.10489v1,-1,0.0012171879746017003,-1_the_of_and_to,"[38, 111, 120]","[0.004970874627635989, 0.0034950638159413623, 0.0026792625831212795]","['38_nas_search_pruning_neural', '111_quantization_bnn_binary_bit', '120_label_labels_noisy_ssl']"
http://arxiv.org/abs/2111.10488v1,65,0.3418699043714787,65_manipulation_robot_object_planning,"[65, 76, 116]","[0.3418699043714787, 0.05510710813116963, 0.04057156927442132]","['65_manipulation_robot_object_planning', '76_navigation_planning_robot_path', '116_uav_autonomous_drone_path']"
http://arxiv.org/abs/2111.10486v1,-1,0.0016842767788460263,-1_the_of_and_to,"[16, 25, 89]","[0.08776940323610316, 0.07219737168027689, 0.02742984544159344]","['16_spin_magnetic_topological_hall', '25_materials_phonon_thermal_ferroelectric', '89_spin_qubits_magnetic_qubit']"
http://arxiv.org/abs/2111.10484v1,-1,0.0014061454735330738,-1_the_of_and_to,"[7, 66, 27]","[0.0048456548759915116, 0.003975654958407011, 0.002737189865998275]","['7_adversarial_attacks_attack_robustness', '66_anomaly_detection_outlier_anomalies', '27_explanations_prediction_temporal_mobility']"
http://arxiv.org/abs/2111.10478v1,-1,0.001056271959838954,-1_the_of_and_to,"[18, 87, 95]","[0.07920422014906688, 0.07251473388722521, 0.034854665328122016]","['18_detector_proton_muon_mu', '87_neutrino_detector_xenon_experiment', '95_dark_matter_axion_dm']"
